Business,Email,Email type,Phone (international),Website,Industry,Address,Postcode,City,Currently tagged venue,Walk to tagged venue (min),Tagged venue: booking status,Tagged venue: open after-work slots,Tagged venue: earliest slot,Haggerston Park: status,Best bookable alternatives nearby
The Alma,book@thealmaislington.com,person_or_other,+44 20 7226 3531,https://thealmaislington.com,amenity: pub,"Newington Green Road 59, London",N1 4QU,London,Rosemary Gardens 3G - Islington,17,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Maxwells,info@maxwellsestates.com,general,,http://www.maxwellsestates.com/,shop: estate agent,"Newington Green Road 85, London",N1 4QX,London,Rosemary Gardens 3G - Islington,19,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Kindandental,info@kindandental.com,general,+44 20 7226 3897,http://www.kindandental.com/,amenity: dentist,"Newington Green Road 99, London",N1 4QY,London,Rosemary Gardens 3G - Islington,20,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Halley,hello@thehalley.co.uk,openstreetmap_tag,+44 20 3971 5665,https://thehalley.co.uk/,coworking,"Unit V, W, X, Y, Reliance Wharf, 2-10 Hertford Rd, London N1 5ET, UK",N1 5ET,London,COLA Shoreditch Park ,6,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hoxton Garden Primary School,adminhg@vs.hackney.sch.uk,person_or_other,+44 20 7739 8591,https://hoxtongarden.hackney.sch.uk/,amenity: school,"Ivy Street, London",N1 5JD,London,Shoreditch Rooftop,3,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Shoreditch Park Primary School,admin@shoreditchpark.hackney.sch.uk,general,+44 20 7739 7973,https://www.shoreditchpark.hackney.sch.uk/,amenity: school,"Bridport Place, London",N1 5JN,London,COLA Shoreditch Park ,2,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
City of London Academy Shoreditch Park,enquiries@shoreditch.cola.org.uk,general,+44 20 3011 2162,https://www.shoreditch.cola.org.uk/,amenity: school,"Hyde Road, London",N1 5JU,London,COLA Shoreditch Park ,0,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Humdingers,info@humdingers.org.uk,general,+44 20 7729 6644,https://www.humdingers.org.uk/,catering,"236 Hoxton Street, London",N1 5LX,London,Shoreditch Rooftop,4,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Rosemary Works School,learn@rosemaryworks.co.uk,person_or_other,+44 20 7739 3950,https://rosemaryworks.co.uk/,amenity: school,"Branch Place 1, London",N1 5PH,London,COLA Shoreditch Park ,2,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Arepa & Co,hello@arepaandco.com,general,+44 20 7923 3507,https://www.arepaandco.com/,amenity: restaurant,"De Beauvoir Crescent 58a, London",N1 5RY,London,COLA Shoreditch Park ,5,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Batch Baby,hello@batchbaby.co.uk,general,,https://www.batchbaby.co.uk/,amenity: cafe,London,N1 5SF,London,COLA Shoreditch Park ,6,Available,Tue 29 Sep 17:30 (£91); Thu 1 Oct 17:30 (£91); Thu 1 Oct 18:30 (£91); Thu 1 Oct 19:30 (£91); Thu 1 Oct 20:30 (£91); Fri 2 Oct 17:30 (£91); +30 more,Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Invention Technology LLC - ITL,info@inventiontl.com,general,+44 7413 098632,https://inventiontl.com/,service,"128 City Rd, London N1 6AD, UK",N1 6AD,London,Old St - Moreland Primary School,11,Available,Fri 2 Oct 20:00 (£90); Fri 9 Oct 20:00 (£90); Mon 12 Oct 18:00 (£90); Mon 12 Oct 19:00 (£90); Mon 12 Oct 20:00 (£90); Fri 16 Oct 20:00 (£90); +6 more,Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Masabi,contact@masabi.com,general,,https://www.masabi.com/,it,"37 Bevenden Street, London",N1 6BH,London,Shoreditch Rooftop,9,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Fathom Financial Consulting,enquiries@fathom-consulting.com,general,+44 20 7796 9561,https://www.fathom-consulting.com/,finance,"47 Bevenden St, London N1 6BL, UK",N1 6BL,London,Shoreditch Rooftop,9,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Moving on,info@movingonlondon.com,general,,http://movingonlondon.com,shop: estate agent,"Pitfield Street 79, London",N1 6BT,London,Shoreditch Rooftop,9,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Schnitzel Heaven,info@schnitzelheaven.co.uk,openstreetmap_tag,,https://www.schnitzelheaven.co.uk,amenity: restaurant,"Pitfield Street 57, London",N1 6BU,London,Shoreditch Rooftop,10,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Sodo Pizza,press@sodopizza.co.uk,people_team,,https://www.sodopizza.co.uk/,amenity: restaurant,"Pitfield Street 63, London",N1 6BU,London,Shoreditch Rooftop,10,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
The George & Vulture,info@georgeandvulture.com,general,+44 20 7253 3988,https://georgeandvulture.com/,amenity: pub,"Pitfield Street 63, London",N1 6BU,London,Shoreditch Rooftop,10,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
London Youth,hello@londonyouth.org,general,,http://www.londonyouth.org.uk,charity,"47-49 Pitfield Street, London",N1 6DA,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Pesky Fish Ltd.,bridge@peskyfish.co.uk,person_or_other,,https://www.peskyfish.co.uk/,company,"10-12 Bache's Street, London",N1 6DL,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Prince Arthur,info@theprincearthurpub.co.uk,general,+44 20 7336 6429,https://www.theprincearthurpub.co.uk/,amenity: pub,"Brunswick Place 49, London",N1 6EB,London,Shoreditch Rooftop,13,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Vodafone,matthew.johnson@vodafone.com,person_or_other,+44 371 384 2532,https://www.vodafone.com/,office building (multi-tenant),"32-43 Chart Street, London",N1 6EF,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
The Courtyard,info@thecourtyard.org.uk,general,,https://www.thecourtyard.org.uk/,amenity: theatre,"Pitfield Street 40, London",N1 6EU,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Nexus Studios,info@nexusstudios.com,general,,https://nexusstudios.com/,office building (multi-tenant),"25 Chart Street, London",N1 6FA,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Orhan,info@orhanlondontailoring.com,general,+44 20 7250 3569,https://www.orhanlondontailoring.com/,shop: tailor,"Pitfield Street 25a, London",N1 6HB,London,Shoreditch Rooftop,13,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
St John the Baptist Voluntary Aided Church of England Primary School,office@st-john.hackney.sch.uk,general,+44 20 7739 4902,https://st-john.hackney.sch.uk/,amenity: school,"Crondall Street, London",N1 6JG,London,Shoreditch Rooftop,7,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Full Fat,info@wearefullfat.com,general,+44 20 7183 9525,http://wearefullfat.com/,service,"71 Fanshaw St, London N1 6LA, UK",N1 6LA,London,Shoreditch Rooftop,10,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Breen Legacy Academy of Martial Arts,breenlegacyacademy@gmail.com,openstreetmap_tag,,https://www.breenlegacyacademy.co.uk/,amenity: dojo,"Redvers Street, London",N1 6NE,London,Shoreditch Rooftop,10,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Red Lion,redlionenquieries@gmail.com,freemail,+44 20 7729 7920,https://www.redlionhoxton.co.uk,amenity: pub,"Hoxton Street 41, London",N1 6NH,London,Shoreditch Rooftop,12,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Wiedemann Lampe,hello@wiedemannlampe.com,general,+44 20 7655 4448,https://wiedemannlampe.com/,graphic_design,"41 Hoxton Square, London",N1 6PB,London,Shoreditch Rooftop,14,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hoxton Chiropractic,info@hoxtonchiropractic.com,general,+44 20 7354 0444,https://hoxtonchiropractic.com/,healthcare: alternative,"Hoxton Square 57, London",N1 6PD,London,Shoreditch Rooftop,13,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Senza Fondo,ciao@senzafondo.com,openstreetmap_tag,,https://www.senzafondo.com/,amenity: restaurant,"Rufus Street 1, London",N1 6PE,London,Shoreditch Rooftop,14,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hoxtans,hoxtans@gmail.com,openstreetmap_tag,+44 20 3325 6208,,shop: beauty,"Hoxton Street 203, London",N1 6RA,London,Shoreditch Rooftop,6,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Open Barbers,openouthair@gmail.com,freemail,+44 7546 017849,http://openbarbers.com/,shop: hairdresser,"Clunbury Street 4, London",N1 6TT,London,Shoreditch Rooftop,5,Available,Mon 28 Sep 18:00 (£72),Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Grahams HiFi,enq@grahams.co.uk,person_or_other,+44 20 7688 2850,https://www.grahams.co.uk/,shop: audio video,"New North Road 190a, London",N1 7BS,London,Rosemary Gardens 3G - Islington,4,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Mary Katrantzou Head Office & Warehouse,info@marykatrantzou.com,general,+44 20 3393 0804,https://www.marykatrantzou.com/,corporate_office,"190A New N Rd, London N1 7BS, UK",N1 7BS,London,Rosemary Gardens 3G - Islington,4,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Arc Centre,hello@arccollective.co,general,+44 7578 498959,https://www.thearccentre.org/,amenity: community centre,"St. Paul Street 98b, London",N1 7DF,London,Rosemary Gardens 3G - Islington,10,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Hanbury,info@thehanbury.co.uk,general,+44 20 7288 2222,https://www.thehanbury.co.uk/,amenity: pub,"Linton Street 33, London",N1 7DU,London,Rosemary Gardens 3G - Islington,8,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
